cycle,bootstrap,component,A,G,AG,aligned_component
0708,25,IC2,0.2517160789131394,0.0034748352724793,-0.0368977002825117,IC1
0708,26,IC2,0.1642213146567089,-0.0131200784552565,-0.044984570079362,IC1
0708,27,IC2,0.1980675212240944,0.0283943592050164,-0.0685500248272394,IC1
0708,28,IC2,0.1587547094053245,0.0286149517437046,-0.0690660336857357,IC1
0708,29,IC2,0.1296260198039986,0.0008611930058788,0.006802637931676,IC1
0708,30,IC2,0.1641802185643372,0.0165265649739626,-0.0537942016040735,IC1
0708,31,IC2,0.2195550893184558,0.0324882491951288,-0.0752509889094248,IC1
0708,32,IC2,0.1216226306201585,0.0189280742264834,-0.0217935623818866,IC1
0708,33,IC2,0.1571839660526193,0.0403428366558255,-0.0818998105871196,IC1
0708,34,IC2,0.2036636140480764,-0.0120542076594552,-0.0337723495092933,IC1
0708,35,IC2,0.1446015968964621,0.0333968111671228,-0.09062920279745,IC1
0708,36,IC2,0.1605319920447838,-0.0049989533748276,-0.0345359133007943,IC1
0708,37,IC2,0.0727502535365143,-0.0045430575309198,0.0068130915323407,IC1
0708,38,IC2,0.2151210733944327,0.0397837571979211,-0.0677374466389978,IC1
0708,39,IC2,0.1513639882312878,0.0187046900426278,-0.033910897524093,IC1
0708,40,IC2,0.1379526983196999,0.0324711629259432,-0.0155261151345501,IC1
0708,41,IC2,0.1323798249136072,0.0079721454535143,-0.0014037860724998,IC1
0708,42,IC2,0.3623086072971289,-0.0231674372709604,0.0200644119203462,IC1
0708,43,IC2,0.2452560456561528,0.01169431834838,-0.0350284002075516,IC1
0708,44,IC2,0.1468389261074774,0.0173095378892738,0.0019143024334665,IC1
0708,45,IC2,0.1354757814018458,-0.0033135032937175,0.0014981210933632,IC1
0708,46,IC2,0.0779676155833985,0.0298601207875566,-0.0522606784538968,IC1
0708,47,IC2,0.2275415362553212,0.0151768893190565,-0.0958908952358387,IC1
0708,48,IC2,0.0466113638132956,0.017510525477418,-0.053838819967667,IC1
0708,49,IC2,0.1489565958876599,0.0226758363157334,-0.0468539691245484,IC1
0708,50,IC2,0.1687890650927148,0.0302119244586628,-0.0831666679177444,IC1
0708,51,IC2,0.1652286856454696,0.0033737618153382,-0.1033673800906974,IC1
0708,52,IC2,0.0017884236659823,0.0018113503839263,-0.0034874531408462,IC1
0708,53,IC2,0.0884654241272956,0.0053840298629159,-0.0584121046136678,IC1
0708,54,IC2,0.2169504350540976,0.019049060655596,-0.0246354311109005,IC1
0708,55,IC2,0.1339438839232627,0.0102376061280396,-0.0118347431997112,IC1
0708,56,IC2,0.1615048337223801,-0.004882854543828,-0.0238158180265631,IC1
0708,57,IC2,0.1513674867720578,0.0248449053773413,-0.0538565628535916,IC1
0708,58,IC2,0.0896208075348726,0.0269922250623005,0.0082708180907007,IC1
0708,59,IC2,0.061598943900026,0.0280475150597533,-0.0217863023301302,IC1
0708,60,IC2,0.0523535993250225,0.0007117219871364,0.0046036173236293,IC1
0708,61,IC2,0.1504436351688837,0.0247946855267732,-0.0159220050688716,IC1
0708,62,IC2,0.1814541843492426,0.0337668538930823,-0.0126275575374961,IC1
0708,63,IC2,0.1484624275901827,0.0002734394706445,0.0042255074114654,IC1
0708,64,IC2,0.0351343818334792,0.0118056001047257,-0.0248578262246802,IC1
0708,65,IC2,0.1211762842156939,0.0298738539149355,-0.0183015308439023,IC1
0708,66,IC2,0.0782135824430869,0.0226238257694218,-0.0384923533648686,IC1
0708,67,IC2,0.0840783583424129,0.0030135840976083,-0.0186100040153081,IC1
0708,68,IC2,0.1209791569558739,0.0072106966869105,-0.0374196633600804,IC1
0708,69,IC2,0.1735104720323874,0.0677528499513222,-0.0476900711856371,IC1
0708,70,IC2,0.0680550302959397,0.011548565309708,-0.0048256868595792,IC1
0708,71,IC2,0.0370745221700547,0.0186452331936809,0.0092448510323996,IC1
0708,72,IC2,0.240231835793852,0.0212250156052277,-0.0803805955473064,IC1
0708,73,IC2,0.0982136084433716,0.0147474030196966,0.0079911737652274,IC1
0708,74,IC2,0.1403987261250092,0.0068703328151098,-0.0511498798865831,IC1
0708,75,IC2,0.037971304298341,0.0012267025090768,-0.032744839912076,IC1
0708,76,IC2,0.2267749723343629,0.0285178236765584,-0.0789845881856151,IC1
0708,77,IC2,0.0616350364736147,0.0118674950081974,-0.13267737262759,IC1
0708,78,IC2,0.0586100203705714,0.009335854914166,-0.0702611684985213,IC1
0708,79,IC2,0.0838222278256252,0.0789164677415613,-0.0773378612845185,IC1
